@relation camel-1.2.arff

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {-1,1}

@data
15,2,0,20,48,73,2,19,10,0.755102,243,1,5,0.500000,0.214286,1,1,14.733333,6,1.266700,-1
13,2,0,5,18,46,1,4,12,0.750000,105,1,1,0.307692,0.338462,1,2,6.769231,3,1,-1
3,1,4,4,4,1,4,0,3,0.500000,14,1,0,0,0.666667,0,0,3.333333,1,0.666700,1
2,5,0,2,6,0,1,1,2,1,21,1,0,0.944444,0.750000,0,0,8.500000,1,0.500000,-1
14,3,0,13,32,37,3,12,14,0.692308,154,1,1,0.910714,0.223214,0,0,9.785714,1,0.714300,1
23,3,0,15,44,233,12,6,19,0.886364,203,1,2,0.290323,0.223602,0,0,7.565217,2,1.130400,-1
4,3,0,9,15,4,0,9,1,0.333333,62,1,1,0.920000,0.666667,1,1,14.250000,4,1.250000,1
5,1,0,19,54,4,1,18,3,0.250000,274,1,0,0.500000,0.500000,0,0,53.600000,1,0.600000,-1
5,3,0,8,17,10,2,7,5,2,46,0,0,0.980769,0.400000,1,2,8.200000,1,0.400000,1
9,3,0,8,18,4,1,7,9,0.500000,92,1,1,0.942308,0.388889,1,2,9,2,0.888900,1
3,1,0,37,3,3,36,2,3,2,3,0,0,0,0.555556,0,0,0,1,1,-1
5,3,0,4,10,10,1,4,3,2,31,0,0,0.846154,0.466667,1,1,5.200000,1,0.800000,-1
3,3,0,4,8,3,1,4,2,1.500000,29,0,0,0.958333,0.500000,1,2,8.333333,1,0.333300,1
9,2,0,11,30,26,2,11,3,0.857143,164,0.857143,4,0.529412,0.377778,0,0,16.444444,1,0.888900,-1
7,3,0,27,64,1,1,27,3,0.555556,357,1,2,0.760000,0.314286,0,0,49.571429,3,1.142900,-1
16,2,0,9,20,114,4,7,12,0.800000,94,1,1,0.720000,0.260417,1,3,4.812500,1,0.875000,-1
15,2,0,20,61,41,1,19,8,0.797619,479,0.833333,0,0.350000,0.246032,1,2,30.533333,8,2.333300,-1
4,2,0,5,7,4,4,1,2,0.888889,45,0.333333,3,0.857143,0.444444,1,1,9.500000,1,0.500000,-1
5,3,0,13,20,8,1,12,2,0.500000,66,1,1,0.937500,0.472222,0,0,12,1,0.400000,-1
11,3,0,16,48,43,5,12,5,0.700000,229,1,1,0.689655,0.266667,0,0,19.727273,5,1.727300,-1
5,3,0,4,10,8,1,4,4,0.500000,36,1,0,0.884615,0.360000,1,2,6,1,0.600000,1
12,1,0,19,57,30,1,18,7,0.772727,479,1,2,0,0.418182,0,0,38.416667,17,3.250000,1
3,1,0,5,5,0,1,4,3,0,24,1,0,0,1,0,0,6.666667,1,0.666700,-1
9,3,0,5,18,16,1,5,7,0.125000,75,1,1,0.793103,0.311111,1,2,7.222222,1,0.666700,-1
9,1,2,9,24,30,4,7,7,0.625000,97,1,0,0,0.269841,0,0,9.666667,2,1,-1
3,5,0,3,10,0,1,2,3,0.750000,33,1,1,0.944444,0.583333,0,0,9.333333,1,0.333300,1
4,0,0,16,33,0,1,16,2,0.466667,154,0.800000,3,0,0.476190,0,0,36.250000,6,1.750000,-1
15,5,0,11,46,27,1,11,10,0.690476,279,1,1,0.723404,0.222222,1,1,17.200000,3,1,-1
3,5,0,4,10,0,1,3,3,0.500000,37,1,0,0.900000,0.500000,0,0,10.666667,1,0.666700,1
8,2,0,5,24,0,0,5,8,0.500000,139,1,0,0.720000,0.437500,1,4,16.125000,3,1.250000,-1
4,1,0,3,15,2,1,2,1,0.555556,226,0.666667,1,0,0.333333,0,0,54.750000,6,1.750000,1
24,1,0,11,47,226,1,10,23,0.850932,244,1,1,0,0.154167,0,0,8.875000,1,0.958300,1
6,2,0,4,17,0,0,4,4,0,80,1,0,0.722222,0.444444,1,1,12.166667,3,1.166700,-1
3,1,3,6,10,0,3,3,2,0,34,1,0,0,0.555556,0,0,10,2,1,1
3,1,0,4,9,0,1,3,3,0,27,1,1,0,0.555556,0,0,7.666667,1,0.666700,-1
1,5,0,2,6,0,1,1,1,2,14,1,0,1,1,0,0,12,0,0,-1
2,1,0,3,3,1,3,1,2,2,7,0,0,0,0.666667,0,0,2.500000,1,0.500000,-1
1,2,0,7,4,0,3,5,1,2,12,0,0,1,1,0,0,11,0,0,1
3,5,0,1,9,0,0,1,3,0.500000,33,1,0,0.894737,0.555556,0,0,9.333333,1,0.666700,-1
9,3,0,9,20,26,1,9,6,0.843750,81,0.750000,1,0.793103,0.325000,1,1,7.555556,2,0.777800,-1
20,2,0,11,25,184,6,7,15,0.842105,114,1,1,0.666667,0.241667,1,3,4.650000,1,0.900000,-1
9,3,0,5,19,14,1,4,7,0.375000,118,1,1,0.933333,0.361111,1,2,11.888889,3,1.222200,1
2,1,0,1,7,1,1,0,1,2,37,0,0,0,0.500000,0,0,17.500000,3,1.500000,1
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
6,2,0,2,11,9,1,1,6,0.200000,45,1,0,0.500000,0.416667,0,0,6.333333,2,0.833300,-1
3,1,0,12,3,3,10,2,3,2,3,0,0,0,0.666667,0,0,0,1,1,-1
8,2,0,5,15,16,2,3,8,0.428571,96,1,1,0.166667,0.375000,0,0,10.750000,3,1.125000,1
2,4,2,7,4,1,2,5,2,1,17,0,1,1,0.875000,0,0,7,0,0,-1
1,1,0,188,1,0,187,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
1,4,0,2,2,0,1,1,1,2,5,0,0,1,1,0,0,4,0,0,1
22,1,0,6,52,229,3,3,20,0.809524,205,1,1,0,0.111111,0,0,8.272727,1,0.909100,1
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
2,1,0,10,12,0,2,8,2,0,49,1,2,0,0.583333,0,0,22.500000,1,0.500000,-1
23,1,0,11,38,157,10,1,22,0.829545,241,1,0,0,0.286957,0,0,9.130435,3,1.043500,-1
10,4,0,9,41,17,1,9,3,0.666667,218,1,2,0.809524,0.296296,2,4,20.500000,3,1.100000,-1
5,1,0,7,12,4,5,2,5,0.583333,57,1,0,0,0.400000,0,0,9.800000,1,0.800000,1
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
15,1,0,1,18,95,1,0,12,0.285714,106,1,0,0,0.377778,0,0,5.933333,1,0.933300,-1
6,1,0,4,10,0,1,3,6,0.600000,46,1,0,0,0.333333,0,0,6.166667,1,0.833300,-1
5,5,0,5,13,6,3,2,3,0.916667,67,1,0,0.818182,0.360000,0,0,11.800000,2,1,1
1,1,0,5,1,0,2,3,1,2,1,0,0,0,1,0,0,0,1,1,-1
2,1,0,12,2,1,11,1,2,2,2,0,0,0,0.700000,0,0,0,1,1,-1
2,2,0,5,4,1,1,4,1,2,9,0,0,0.800000,0.750000,1,1,3.500000,1,0.500000,1
18,2,0,8,25,123,2,8,18,0.911765,123,1,1,0.500000,0.206349,1,1,5.388889,2,1,1
10,1,0,5,29,33,0,5,5,0.777778,235,1,2,0,0.422222,0,0,22.200000,4,1.200000,-1
5,3,0,10,20,0,2,10,1,0.562500,74,1,2,0.880000,0.375000,1,1,13,1,0.600000,-1
8,1,0,4,20,26,0,4,7,0.714286,83,1,1,0,0.250000,0,0,9.250000,2,1,-1
7,3,0,17,43,1,2,17,2,0.766667,219,1,2,0.791667,0.291667,0,0,29.571429,1,0.714300,-1
16,1,0,16,41,58,3,15,14,0.888889,131,1,1,0,0.218750,0,0,6.812500,2,1,-1
48,1,0,7,111,1116,2,5,47,0.914894,729,0.600000,0,0,0.102837,0,0,14.083333,2,1,1
4,3,0,1,5,4,0,1,3,0.666667,16,1,1,0.957447,0.666667,1,1,2.750000,1,0.500000,-1
3,3,0,6,11,1,1,6,3,0.500000,48,1,2,0.904762,0.555556,0,0,14,1,0.666700,-1
1,5,2,6,2,0,4,2,1,2,6,0,0,1,1,0,0,5,0,0,-1
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1
12,2,0,12,35,32,3,11,4,0.863636,184,1,2,0.565217,0.194805,1,1,13.666667,3,1.083300,-1
6,0,2,16,27,9,2,14,2,1,161,0,0,0,0.500000,0,0,25.333333,1,0.666700,-1
4,2,0,4,7,4,3,1,2,0.916667,56,0.250000,4,0.857143,0.444444,1,1,12,1,0.500000,-1
7,2,0,8,13,7,2,8,6,0.722222,62,1,0,0.739130,0.314286,0,0,7.428571,2,1,-1
3,2,0,1,5,3,0,1,3,2,12,0,0,0.923077,0.666667,1,2,3,1,0.333300,-1
2,3,0,5,5,0,2,3,1,0,30,1,0,0.833333,0.666667,1,1,13.500000,2,1,-1
7,2,0,6,13,17,4,2,7,0.750000,46,1,1,0.333333,0.428571,0,0,5.285714,1,0.857100,-1
6,1,2,6,14,15,2,4,5,2,50,0,0,0,0.541667,0,0,7.333333,2,1,1
3,2,0,1,5,3,0,1,3,2,12,0,0,0.923077,0.666667,1,2,3,1,0.333300,-1
7,4,0,11,25,19,3,11,5,0.166667,94,1,1,0.861111,0.366667,0,0,12.285714,1,0.714300,-1
4,1,0,1,12,0,1,0,4,0.333333,52,1,0,0,0.500000,0,0,11.500000,1,0.750000,-1
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1,1,1
26,1,0,5,38,251,5,0,25,0.840000,241,1,0,0,0.292308,0,0,8,6,1.230800,-1
3,1,0,3,6,3,1,2,3,2,14,0,0,0,1,0,0,3.666667,1,0.666700,-1
4,3,0,6,13,4,1,5,3,0.666667,27,1,1,0.939394,1,0,0,5.500000,1,0.500000,-1
6,2,0,13,24,5,2,11,3,0.600000,85,1,2,0.722222,0.416667,1,1,12.833333,1,0.833300,1
